title,category,tags,description,image,duration_txt,duration_sec,first_broadcast,synopsis_small,synopsis_medium,synopsis_large
Frozen Planet,Documentaries,"BBC, iPlayer, TV, Frozen Planet, 1. To the Ends of the Earth","Looking at the Arctic and Antarctic, the greatest and least-known wildernesses of all.",https://ichef.bbci.co.uk/images/ic/1200x675/p07jv35c.jpg,59 mins,3516,26 Oct 2011,"Looking at the Arctic and Antarctic, the greatest and least-known wildernesses of all.","David Attenborough sets out on an extraordinary journey across the earth's polar regions, exploring the Arctic and Antarctic.","David Attenborough travels to the end of the Earth, taking viewers on an extraordinary journey across the polar regions of our planet, North and South. The Arctic and Antarctic are the greatest and least-known wildernesses of all - magical ice worlds inhabited by the most bizarre and hardy creatures on Earth.Our journey begins with David at the North Pole, as the sun returns after six months of darkness. We follow a pair of courting polar bears, which reveal a surprisingly tender side. Next stop is the giant Greenland ice cap, where waterfalls plunge into the heart of the ice and a colossal iceberg carves into the sea. Humpback whales join the largest gathering of seabirds on Earth to feast in rich Alaskan waters. Further south, the tree line marks the start of the taiga forest, containing one third of all trees on earth. Here, 25 of the world's largest wolves take on formidable bison prey.At the other end of our planet, the Antarctic begins in the Southern Ocean, where surfing penguins struggle to escape a hungry sea lion and teams of orcas create giant waves to wash seals from ice floes - a filming first. Diving below the ice, we discover prehistoric giants, including terrifying sea spiders and woodlice the size of dinner plates. Above ground, crystal caverns ring the summit of Erebus, the most southerly volcano on earth. From here, we retrace the routes of early explorers across the formidable Antarctic ice cap - the largest expanse of ice on our planet. Finally, we rejoin David at the South Pole, exactly one hundred years after Amundsen, and then Scott, were the first humans to stand there."
BBC New Comedy Awards - 2021:,Comedy,"BBC, iPlayer, TV, BBC New Comedy Awards, 2021: 5. Dundee",Five acts take to the stage in front of a packed house in the heart of Dundee.,https://ichef.bbci.co.uk/images/ic/1200x675/p09ysr53.jpg,31 mins,1861,19 Oct 2021,Five acts take to the stage in front of a packed house in the heart of Dundee.,Five acts take to the stage in front of a packed house of more than a hundred at the Victorian Jute Mill in the heart of Dundee.,"Five acts take to the stage in front of a packed house of more than a hundred at the Victorian Jute Mill in the heart of Dundee.Scottish stand-up comedian, Larry Dean is at the helm. Joining him are three judges – award winning comedian and writer, Fern Brady and fellow Scottish comic, Stephen Buchanan, who was crowned BBC New Comedian Award winner in 2018. Head judge, Mawaan Rizwan has pulled on his tartan tonight and may even give us a tune on the bagpipes."
Behind the Lines,Documentaries,"BBC, iPlayer, TV, Behind the Lines, 2. Red in Tooth and Claw","Living off the land isnt as easy as it looks, so a bit of scavenging helps. (1985)",https://ichef.bbci.co.uk/images/ic/1200x675/p01mwlt7.jpg,34 mins,2046,21 May 1985,"Living off the land isn't as easy as it looks, so a bit of scavenging helps. (1985)","First transmitted in 1985, this series follows the progress of 25 prospective members of the Mountain and Arctic Warfare Cadre (MAWC), a specialist unit of the Royal Marines.","First transmitted in 1985, this series follows the progress of 25 prospective members of the Mountain and Arctic Warfare Cadre (MAWC), a specialist unit of the Royal Marines. We follow their training as they experience the extreme environments that they will face in combat. This programme follows the candidates as they learn to live off the land on a remote Hebridean Isle with little more than a knife, a Billy Can and their initiative to help them survive."
Own It - Safer Internet Day:,CBBC,"BBC, iPlayer, TV, Own It, Safer Internet Day: 1. Felixs Poem",Felix helps you find the truth and tell fact from fake.,https://ichef.bbci.co.uk/images/ic/1200x675/p096d661.jpg,1 min,59,9 Feb 2021,Felix helps you find the truth and tell fact from fake.,No data found,No data found
The Paras,Documentaries,"BBC, iPlayer, TV, The Paras, 2. The Maroon Machine",The Paras basic training continues and they earn the right to wear maroon berets. (1983),https://ichef.bbci.co.uk/images/ic/1200x675/p01mftd3.jpg,30 mins,1788,10 Mar 1983,The Paras' basic training continues and they earn the right to wear maroon berets. (1983),"First transmitted in 1983, this series follows recruits training with the Parachute Regiment. They test their skills in Exercise Steel Eagle and earn their maroon berets.","First transmitted in 1983, this series follows a group of new recruits as they continue their training with the Parachute Regiment. The recruits start to put their basic skills to the test during Exercise Steel Eagle which culminates in the Passing of the Square, being able to wear maroon berets."
Segregated America: A School in the South,Documentaries,"BBC, iPlayer, TV, Segregated America: A School in the South, 3. The World Is Not Black",The schools sports stars are busy trying to secure athletic scholarships to college.,https://ichef.bbci.co.uk/images/ic/1200x675/p06hrkxk.jpg,45 mins,2674,1 Nov 2016,The school's sports stars are busy trying to secure athletic scholarships to college.,"Documentary series following life at a high school in South Carolina, USA. The school's sports stars are trying to secure athletic scholarships.","The school's sports stars are busy trying to secure athletic scholarships to college, but football player Kordel's dreams of leaving Orangeburg - and experiencing a more ethnically diverse America - seem beyond his grasp. We meet Mykenzie, one of the few white students at the school. Her mum recently sent her to the school to try to combat ethnic segregation in the town, but when Mykenzie invites a number of new friends to her 16th-birthday party, things don't quite go to plan. Meanwhile, star pupil Jalena tries to recover from some disappointing news, and basketball captain Rendull seeks some fatherly advice on his future."
Pandora's Box,Documentaries,"BBC, iPlayer, TV, Pandoras Box, 1. The Engineers Plot",First of six modern fables exploring the cultural impact of 20th Century science.,https://ichef.bbci.co.uk/images/ic/1200x675/p0974hhj.jpg,56 mins,3340,9:30pm 11 Jun 1992,First of six modern fables exploring the cultural impact of 20th Century science.,"The Russian revolutionaries who toppled the Tsar in 1917 believed science could create a new world. Instead they created a bizarre, bewildering world for millions of people.","The Russian revolutionaries who toppled the Tsar in 1917 believed science had the power to create a new world. This film reveals how the Soviet technocrats came to run the Plan, which would order their society along rational, scientific lines, and how they ended by creating a bizarre, bewildering world for millions of people. Footage includes the Magnitogorsk Choir of Industrial Progress singing of the new rational world to come two men who planned the toothbrushes for the whole of the Soviet Union and a planner who tells how she scientifically decided the people wanted platform shoes, only to discover that they were out of fashion by the time the factory was built.Producer Adam Curtis explains: ""In the years following the war, people in America, Europe and the Soviet Union were captivated by the idea that science could be used to build a better world. It inspired politicians to apply the methods of science on a vast scale to try to solve the social and political problems of the age. This is a series about that grand and noble vision - and what happened to it.... The dramatic, unforeseen consequences that unfold in the films were due to the mistaken belief of those in power that scientific knowledge and its methods gave them the means to control the world."""
Unsolved - The Man With No Alibi:,Documentaries,"BBC, iPlayer, TV, Unsolved, The Man With No Alibi: 5. A Fetish For Murder",Bronagh travels to Italy to investigate the past of the Italian suspect.,https://ichef.bbci.co.uk/images/ic/1200x675/p061zmqg.jpg,21 mins,1265,25 Mar 2018,Bronagh travels to Italy to investigate the past of the Italian suspect.,"Bronagh travels to Italy to investigate the past of an Italian suspect, named Danilo Restivo. Could Oki have been murdered by a serial killer?","Bronagh travels to Italy to investigate the past of an Italian suspect, named Danilo Restivo. Could Oki have been murdered by a serial killer?"
Indian Ocean with Simon Reeve,Documentaries,"BBC, iPlayer, TV, Indian Ocean with Simon Reeve, 3. Kenya to Somaliland",Simon Reeve travels from the coral coast of Kenya to the troubled Horn of Africa.,https://ichef.bbci.co.uk/images/ic/1200x675/p01hfb6k.jpg,59 mins,3517,8:05pm 13 May 2012,Simon Reeve travels from the coral coast of Kenya to the troubled Horn of Africa.,Simon Reeve travels from the coral coast of Kenya to the troubled Horn of Africa on the third leg of his Indian Ocean journey.,"Simon Reeve travels from the coral coast of Kenya to the troubled Horn of Africa on the third leg of his Indian Ocean journey.On the stunning and remote island of Kiwayu, he meets women who make a living from making handicrafts from the mountains of plastic pollution that fetch up on their beach. But this is also the site of the tragic murder of British tourist David Tebbutt and the kidnapping of his wife Judith by Somali pirates.In war-torn Mogadishu, capital of Somalia and source of the piracy epidemic in the Indian Ocean, Simon travels with the African peacekeeping force Amisom. On the frontline, with bullets flying around, Simon learns that these underfunded Ugandan soldiers are actually fighting a bloody war with al-Shabaab, a violent Islamist militia linked to al-Qaida.In neighbouring Somaliland, Simon meets some of the thousands of Somalis fleeing the fighting and famine as well as some of the pirates, locked up in prison."
Lorraine Pascale: How to Be a Better Cook,Food,"BBC, iPlayer, TV, Lorraine Pascale: How to Be a Better Cook, 4. Neil Forster",Lorraine teaches Neil how to create asparagus and cream cheese puff pastry tarts.,https://ichef.bbci.co.uk/images/ic/1200x675/p027m09x.jpg,29 mins,1763,26 Sep 2014,Lorraine teaches Neil how to create asparagus and cream cheese puff pastry tarts.,Lorraine Pascale shows how to create meals for friends and family. Lorraine teaches Neil how to create asparagus and cream cheese puff pastry tarts.,"With plenty of deceptively easy recipes and fantastic tips, Lorraine Pascale shows people with no kitchen confidence how to pull off an impressive meal for friends and family.Neil Forster is an impatient cook who reaches for the takeaway menu rather than making food from scratch. Lorraine shows him recipes including asparagus and cream cheese puff pastry tarts, a quick way to do roast chicken and an irresistible summer fruits pudding with a neat shortcut."
Kevin Bridges: What's the Story?,From the Archives,"BBC, iPlayer, TV, Kevin Bridges: Whats the Story?, 5. Lifestyle","Kevin looks at his own lifestyle and others, revealing the truth behind his stand-up.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bh384b.jpg,28 mins,1699,10:45pm 7 Mar 2012,"Kevin looks at his own lifestyle and others', revealing the truth behind his stand-up.","Kevin Bridges takes a look at his own lifestyle and a few others, looking at the truth behind his stand-up material, and has a chat with comedian Jack Whitehall.","Kevin Bridges takes a look at his own lifestyle and a few others. Looking at the truth behind his stand-up, he considers the pain of buying 36-inch jeans in a boutique, and tries to get fit with a world champion boxer. Kevin he enters the hidden world of a woman's limo party, as well as exchanging fashion and health tips man-to-man with comedian Jack Whitehall."
